id,01001,01002,01003,01004,01051,01053,01054,01055,01056,01057,01058,01059,01060,01061,01062,02000,03101,03102,03103,03151,03153,03154,03155,03157,03158,03159,03241,03251,03252,03254,03255,03256,03257,03351,03352,03353,03354,03355,03356,03357,03358,03359,03360,03361,03401,03402,03403,03404,03405,03451,03452,03453,03454,03455,03456,03457,03458,03459,03460,03461,03462,04011,04012,05111,05112,05113,05114,05116,05117,05119,05120,05122,05124,05154,05158,05162,05166,05170,05314,05315,05316,05334,05358,05362,05366,05370,05374,05378,05382,05512,05513,05515,05554,05558,05562,05566,05570,05711,05754,05758,05762,05766,05770,05774,05911,05913,05914,05915,05916,05954,05958,05962,05966,05970,05974,05978,06411,06412,06413,06414,06431,06432,06433,06434,06435,06436,06437,06438,06439,06440,06531,06532,06533,06534,06535,06611,06631,06632,06633,06634,06635,06636,07111,07131,07132,07133,07134,07135,07137,07138,07140,07141,07143,07211,07231,07232,07233,07235,07311,07312,07313,07314,07315,07316,07317,07318,07319,07320,07331,07332,07333,07334,07335,07336,07337,07338,07339,07340,08111,08115,08116,08117,08118,08119,08121,08125,08126,08127,08128,08135,08136,08211,08212,08215,08216,08221,08222,08225,08226,08231,08235,08236,08237,08311,08315,08316,08317,08325,08326,08327,08335,08336,08337,08415,08416,08417,08421,08425,08426,08435,08436,08437,09161,09162,09163,09171,09172,09173,09174,09175,09176,09177,09178,09179,09180,09181,09182,09183,09184,09185,09186,09187,09188,09189,09190,09261,09262,09263,09271,09272,09273,09274,09275,09276,09277,09278,09279,09361,09362,09363,09371,09372,09373,09374,09375,09376,09377,09461,09462,09463,09464,09471,09472,09473,09474,09475,09476,09477,09478,09479,09561,09562,09563,09564,09565,09571,09572,09573,09574,09575,09576,09577,09661,09662,09663,09671,09672,09673,09674,09675,09676,09677,09678,09679,09761,09762,09763,09764,09771,09772,09773,09774,09775,09776,09777,09778,09779,09780,10041,10042,10043,10044,10045,10046,11000,12051,12052,12053,12054,12060,12061,12062,12063,12064,12065,12066,12067,12068,12069,12070,12071,12072,12073,13003,13004,13071,13072,13073,13074,13075,13076,14511,14521,14522,14523,14524,14612,14625,14626,14627,14628,14713,14729,14730,15001,15002,15003,15081,15082,15083,15084,15085,15086,15087,15088,15089,15090,15091,16051,16052,16053,16054,16055,16061,16062,16063,16064,16065,16066,16067,16068,16069,16070,16071,16072,16073,16074,16075,16076,16077
01001,0,693,63,133,51,9,748,21,23,31,419,6193,21,31,21,354,1,0,1,0,0,0,0,0,0,1,8,3,3,1,0,0,0,1,3,5,0,5,1,4,1,8,0,1,1,0,2,1,1,1,1,1,1,1,0,2,1,27,1,1,8,27,2,9,1,3,1,1,0,0,0,0,1,1,1,1,1,1,1,15,0,1,0,1,0,0,3,0,1,0,0,1,1,0,1,1,0,1,2,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,21,1,9,0,1,0,1,1,1,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,1,2,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01002,345,0,1103,2013,93,73,188,411,261,4888,8923,563,802,198,399,3311,5,2,2,6,1,0,1,1,0,4,41,3,3,2,0,3,1,12,11,33,1,12,3,13,13,39,3,24,3,3,9,10,41,5,4,2,2,2,1,3,4,2,5,3,2,111,12,16,2,10,2,1,1,1,1,2,2,1,6,2,3,2,10,39,1,5,3,2,1,1,13,1,4,1,1,5,1,1,2,2,1,5,5,9,0,2,3,2,2,5,1,1,1,1,1,1,1,1,2,1,3,25,1,3,1,1,2,6,2,6,0,3,1,2,1,1,1,1,0,2,1,1,1,1,0,0,6,0,0,1,0,0,1,2,0,0,1,1,1,0,0,0,1,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,6,1,3,1,1,2,1,1,1,1,1,1,3,4,1,4,12,0,2,1,0,1,0,3,1,1,3,0,1,1,2,1,1,1,1,1,1,2,1,1,1,0,4,35,0,0,1,0,1,0,0,1,2,1,0,0,1,0,10,0,1,1,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,3,0,0,0,0,2,0,1,1,0,1,0,1,0,1,0,0,0,0,0,90,0,1,0,8,1,1,0,1,1,1,0,1,1,2,2,0,1,1,26,9,3,7,14,21,2,16,1,1,0,0,0,4,1,1,1,1,6,0,1,0,2,5,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
01003,22,1340,0,176,22,1450,27,6964,91,162,187,22,993,58,2964,4905,8,2,5,2,1,1,2,2,1,4,77,8,1,3,0,3,1,14,7,77,3,60,3,6,6,34,6,5,3,1,8,4,9,5,2,1,3,1,1,2,3,2,2,2,1,47,5,16,2,10,1,1,1,1,1,1,2,1,6,3,2,1,4,17,1,6,1,4,0,1,8,1,3,0,1,6,2,1,2,3,1,4,5,2,0,1,2,2,2,6,1,2,1,1,1,2,1,2,2,6,4,18,1,4,1,2,2,6,2,6,0,3,1,2,1,1,1,1,0,1,3,1,1,1,0,0,1,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,5,1,4,1,1,2,4,1,1,1,1,1,3,3,1,4,4,0,3,1,0,1,0,2,1,1,1,0,1,1,1,1,1,1,1,2,3,1,1,1,1,0,1,23,0,0,1,0,1,0,0,1,3,1,0,0,1,0,7,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,5,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,3,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,80,1,0,0,2,1,1,0,2,1,2,0,1,1,2,2,0,4,1,120,103,15,46,15,1523,11,81,1,1,0,0,0,4,1,1,0,0,3,3,0,0,2,1,1,1,1,0,3,1,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
01004,49,2168,172,0,41,35,17,62,266,387,2258,100,2511,238,217,1663,1,0,2,1,0,0,0,1,0,1,29,2,0,1,0,1,0,2,5,65,0,4,1,6,2,18,1,5,1,0,2,3,1,1,1,1,1,1,0,1,6,1,12,1,0,14,2,10,1,3,0,2,0,0,0,0,2,0,2,2,1,1,1,9,0,2,0,1,0,0,2,0,1,0,0,1,0,0,3,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,6,1,14,0,2,0,0,1,1,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,2,1,2,3,4,1,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01051,212,739,78,235,0,14,1753,37,560,68,1288,447,195,2826,85,1988,2,0,3,1,1,0,1,0,0,2,38,3,1,1,0,2,1,4,91,31,1,7,3,66,8,82,7,3,2,1,7,7,4,2,7,8,5,10,0,7,2,2,2,1,1,54,6,6,1,11,1,1,0,0,0,1,1,1,3,1,1,3,1,8,4,1,1,22,0,0,5,1,3,0,1,2,1,1,4,3,1,1,3,1,0,1,1,1,3,2,0,0,0,1,1,1,0,1,1,3,1,11,1,1,1,1,1,1,2,2,0,13,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,1,1,1,1,0,1,2,1,0,0,1,0,1,4,1,1,5,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,1,0,4,3,1,2,3,4,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01053,15,462,5293,101,14,0,25,467,110,37,98,11,476,138,8492,23230,9,2,8,2,6,1,1,1,1,4,104,6,3,7,0,2,2,27,12,643,2,792,5,38,40,77,34,11,2,1,6,5,5,8,1,8,5,1,1,1,3,3,3,2,1,57,4,20,3,7,2,4,1,1,1,1,1,1,6,2,2,1,3,18,1,7,1,3,0,1,3,1,2,0,1,4,1,1,3,2,1,4,5,3,0,2,5,3,4,11,2,3,1,2,1,1,1,1,1,3,1,24,1,8,1,1,3,4,2,8,0,6,1,2,1,3,1,1,0,2,2,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,5,1,3,1,1,3,3,1,1,0,9,1,2,3,1,1,3,0,4,0,0,0,0,2,1,0,3,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,20,0,0,1,0,1,0,0,1,3,1,0,0,1,0,8,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,59,1,0,0,3,1,7,0,2,1,2,0,0,1,2,3,0,1,1,21,95,5,20,10,392,3,806,1,0,0,0,0,3,0,1,0,0,2,0,0,0,6,6,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
01054,2487,627,45,90,1127,13,0,36,174,17,629,2720,59,147,29,567,4,1,2,1,1,0,1,0,0,3,23,4,2,1,0,1,2,3,8,20,0,2,2,16,2,32,1,3,2,2,4,3,2,3,7,3,3,15,1,3,2,2,4,2,1,35,20,10,2,4,1,1,1,1,0,1,1,1,4,2,2,4,2,15,1,2,1,1,0,0,2,1,13,0,1,4,1,1,1,2,1,3,3,6,0,1,1,1,2,4,1,0,1,1,7,1,1,1,2,3,1,12,1,3,1,1,1,4,1,2,0,2,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,1,1,1,1,1,0,0,1,2,1,2,1,1,2,0,1,0,0,0,0,1,0,0,2,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,14,0,0,1,0,1,0,0,0,2,1,0,0,1,0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,41,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,4,2,2,3,3,5,3,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
01055,16,1479,13583,389,35,343,82,0,74,1309,260,27,1118,92,1631,1508,5,1,3,2,1,0,1,1,0,4,45,5,1,2,0,1,2,11,11,49,1,20,2,14,11,15,6,7,8,1,5,7,3,1,1,1,4,1,4,1,3,2,2,2,0,62,6,9,3,10,1,1,1,1,1,1,2,2,7,4,2,2,3,17,1,3,1,5,0,1,2,1,4,0,1,4,1,1,2,4,1,6,7,4,0,4,4,1,3,6,1,1,1,1,1,3,1,8,2,4,1,15,1,2,1,1,1,5,2,4,0,4,1,2,1,1,1,1,0,2,2,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,3,1,2,1,1,1,3,1,1,0,1,1,2,4,1,1,2,0,4,0,0,0,0,2,1,0,3,0,1,1,2,1,1,1,1,3,1,1,1,1,1,0,1,19,0,0,1,0,1,0,0,1,2,1,0,0,1,0,5,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,50,0,0,0,2,1,1,0,1,1,2,0,0,1,4,9,0,1,1,83,49,8,36,13,373,11,26,1,0,0,0,0,4,0,1,0,0,2,0,0,0,5,6,1,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
01056,32,756,119,486,259,79,122,38,0,23,377,77,5786,2585,894,51725,6,1,4,3,4,1,2,6,1,3,145,13,2,3,1,23,3,37,55,488,2,56,13,51,20,163,6,39,13,6,15,25,9,14,5,7,10,4,1,12,5,12,6,7,4,293,89,53,6,14,4,3,1,1,1,2,4,3,16,12,8,3,7,38,3,16,1,5,1,1,8,1,6,1,3,7,2,2,5,15,1,8,7,6,1,5,15,3,4,26,2,1,1,2,2,4,1,4,5,6,4,52,1,11,4,2,6,12,2,12,0,16,2,2,2,2,1,1,0,2,2,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,15,5,10,1,6,4,3,3,4,1,1,1,2,1,5,6,1,3,5,1,6,1,1,1,0,3,3,1,3,1,3,1,3,4,1,1,1,2,4,1,2,1,1,2,3,66,1,0,1,1,3,2,1,1,7,1,0,1,1,1,21,0,3,1,3,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,6,1,0,0,1,0,0,0,5,0,1,0,0,0,2,1,14,1,1,1,0,1,0,0,0,1,0,1,1,2,0,0,1,1,0,0,1,3,0,0,0,0,1,0,1,1,1,1,0,3,1,4,1,0,0,1,0,103,0,1,0,3,1,2,0,2,1,1,1,4,1,4,1,0,1,1,9,16,2,4,4,21,3,25,1,4,1,1,1,7,1,1,1,1,4,1,1,0,3,3,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
